Student,Timezone,Grade,Subject1,Other,Evaluation1,Subject2,Other2,Evaluation2,Subject3,Other3,Evaluation3,SAT,ACT,Availability,Platform
2495,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2496,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2497,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
2498,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
2499,ET,7th Grade,Math (up to Algebra),,3,English Writing,,3,ACT Science,,3,,"English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2500,PT,8th Grade,Math (up to Algebra),,2,English Writing,,2,English Reading,,3,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2501,ET,12th Grade,English Writing,,2,English Reading,,2,,,,,,"Fridays, Saturdays",Zoom
2502,ET,7th Grade,Geometry,,2,Computer Science,,2,Math (up to Algebra),,2,,,"Saturdays, Sundays",Zoom
2503,ET,7th Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Wednesdays",Zoom
2504,ET,7th Grade,Math (up to Algebra),,3,Other,Science,2,Other,Humanities,2,,,Fridays,"Zoom, Facetime, Google Hangouts"
2505,ET,11th Grade,SAT,,3,,,,,,,"Math, Writing",,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2506,ET,10th Grade,SAT,,1,Computer Science,,3,Chemistry,,4,"Math, Reading, Writing",,"Fridays, Saturdays, Sundays",Zoom
2507,ET,12th Grade,English Writing,,2,English Reading,,3,Chinese,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Skype"
2508,ET,7th Grade,Spanish,,3,English Writing,,3,Other,Social Studies,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
2509,ET,7th Grade,Math (up to Algebra),,3,English Writing,,4,English Reading,,5,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
2510,ET,7th Grade,Math (up to Algebra),,2,,,,,,,,,"Tuesdays, Wednesdays","Zoom, Facetime"
2511,CT,5th Grade,English Reading,,4,English Writing,,4,Spanish,,3,,,Wednesdays,Zoom
2512,CT,10th Grade,English Writing,,2,English Reading,,2,Geometry,,3,Math,"English, Math","Mondays, Wednesdays","Zoom, Facetime, Google Hangouts"
2513,ET,5th Grade,Math (up to Algebra),,2,English Reading,,3,Chemistry,,1,,,"Mondays, Tuesdays",Google Hangouts
2514,CT,12th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2515,ET,1st Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,1,,,"Mondays, Tuesdays",Google Hangouts
2516,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,1,,,Fridays,Google Hangouts
2517,ET,11th Grade,SAT,,1,ACT English,,1,College Applications,,1,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
2518,ET,7th Grade,Math (up to Algebra),,1,English Writing,,3,Other,Science,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
2519,ET,5th Grade,English Writing,,3,Math (up to Algebra),,4,Other,SSAT/ISEE,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2520,ET,11th Grade,SAT,,3,ACT Math,,3,,,3,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays","Zoom, Facetime"
2521,ET,11th Grade,SAT,,2,Math (up to Algebra),,3,Calculus,,1,"Math, Reading, Writing","English, Math, Reading, Science","Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
2522,PT,10th Grade,Math (up to Algebra),,3,,,,,,,,,"Tuesdays, Thursdays, Saturdays","Zoom, Google Hangouts"
2523,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2524,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
2525,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2526,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2527,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
2528,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
2529,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
2530,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
2531,ET,8th Grade,Math (up to Algebra),,3,Other,Science,3,English Reading,,3,,,"Mondays, Tuesdays, Fridays",Zoom
2532,ET,6th Grade,Math (up to Algebra),,4,English Reading,,4,Other,Science,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays",Zoom
2533,ET,3rd Grade,Math (up to Algebra),,4,English Writing,,4,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2534,ET,9th Grade,Math (up to Algebra),,4,Other,Music or Robotics,4,English Writing,,4,,,"Saturdays, Sundays",Zoom
2535,ET,8th Grade,Geometry,,4,English Writing,,4,,,,,,"Saturdays, Sundays",Zoom
2536,ET,6th Grade,Math (up to Algebra),,4,English Writing,,,,,,,,"Saturdays, Sundays",Zoom
2537,ET,10th Grade,English Reading,,3,English Writing,,3,Computer Science,,2,,,"Saturdays, Sundays",Google Hangouts
2538,ET,8th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,"Saturdays, Sundays",Google Hangouts
2539,ET,4th Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
2540,ET,2nd Grade,English Writing,,3,Math (up to Algebra),,3,English Reading,,3,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
2541,ET,1st Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Wednesdays, Fridays","Zoom, Google Hangouts"
2542,CT,8th Grade,English Reading,,1,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2543,ET,5th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
2544,ET,2nd Grade,English Writing,,2,Math (up to Algebra),,3,English Writing,,2,,,"Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
2545,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts, Skype"
2546,MT,11th Grade,Math (up to Algebra),,2,Biology,,1,,,,,,"Mondays, Wednesdays, Thursdays","Zoom, Facetime, Microsoft teams"
2547,ET,10th Grade,Chemistry,,3,SAT Math,,3,French,,4,"Math, Reading, Writing",,"Wednesdays, Thursdays",Zoom
2548,ET,1st Grade,English Reading,,3,English Writing,,2,Math (up to Algebra),,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
2549,ET,9th Grade,Math (up to Algebra),,3,Biology,,3,English Writing,,3,,,"Thursdays, Saturdays",Zoom
2550,ET,1st Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
2551,ET,7th Grade,English Writing,,2,Math (up to Algebra),,3,Biology,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2552,ET,12th Grade,Calculus,,1,,,,,,,,,"Mondays, Thursdays, Sundays","Zoom, Discord"
2553,ET,3rd Grade,Math (up to Algebra),,3,English Reading,,3,English Writing,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
2554,ET,1st Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
2555,ET,9th Grade,Geometry,,1,French,,1,English Writing,,3,,,"Mondays, Wednesdays, Saturdays","Zoom, Facetime"
2556,ET,3rd Grade,Math (up to Algebra),,2,,,,,,,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Facetime"
2557,ET,Kindergarten,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Mondays, Tuesdays","Zoom, Facetime, Google Hangouts, Skype"
2558,ET,5th Grade,English Writing,,3,Math (up to Algebra),,3,,,,,,"Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts, Skype"
2559,ET,8th Grade,Math (up to Algebra),,3,SAT Math,,3,,,3,,,"Fridays, Wednesday & Thursday","Zoom, Facetime, Google Hangouts, Skype"
2560,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2561,PT,4th Grade,English Reading,,1,,,,,,,,,"Wednesdays, Saturdays",Zoom
2562,MT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
2563,ET,6th Grade,Math (up to Algebra),,3,Spanish,,2,Computer Science,,3,,,"Mondays, Tuesdays, Saturdays, Sundays","Zoom, Google Hangouts"
2564,ET,5th Grade,French,,2,,,,,,,,,"Saturdays, Sundays","Zoom, Google Hangouts"
2565,ET,2nd Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2566,CT,4th Grade,English Reading,,3,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Fridays, Sundays","Zoom, Facetime"
2567,ET,11th Grade,Biology,,1,Calculus,,1,History,,1,,,"Mondays, Wednesdays, Thursdays, Saturdays","Zoom, Facetime, Google Hangouts"
2568,ET,11th Grade,SAT,,3,,,,,,,Math,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
2569,ET,12th Grade,Chemistry,,3,,,,,,,,,Tuesdays,Zoom
2570,ET,3rd Grade,Math (up to Algebra),,3,,,,,,,,,"Mondays, Thursdays, Fridays, Sundays","Zoom, Google Hangouts"
2571,CT,4th Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
2572,CT,4th Grade,Math (up to Algebra),,2,English Reading,,2,French,,1,,,"Tuesdays, Thursdays","Zoom, Facetime"
2573,PT,3rd Grade,Math (up to Algebra),,1,English Writing,,2,,,,,,Wednesdays,"Zoom, Facetime"
2574,ET,10th Grade,French,,2,,,,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2575,CT,9th Grade,Geometry,,3,Spanish,,2,ACT Math,,2,,"Math, Reading","Mondays, Wednesdays, Fridays, Saturdays","Zoom, Facetime, Google Hangouts"
2576,CT,3rd Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
2577,ET,9th Grade,Math (up to Algebra),,1,History,,1,English Reading,,1,"Math, Reading",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
2578,ET,8th Grade,Math (up to Algebra),,1,English Writing,,1,History,,1,,,Saturdays,"Zoom, Google Hangouts"
2579,ET,6th Grade,English Writing,,1,English Reading,,1,Math (up to Algebra),,1,,,Saturdays,"Zoom, Google Hangouts"
2580,ET,8th Grade,Math (up to Algebra),,4,English Writing,,4,,,,,,"Tuesdays, Thursdays",Zoom
2581,ET,4th Grade,Math (up to Algebra),,3,History,,3,English Writing,,3,,,"Tuesdays, Thursdays",Zoom
2582,ET,8th Grade,Math (up to Algebra),,1,Spanish,,1,History,,1,,,"Tuesdays, Saturdays",Zoom
2583,CT,3rd Grade,English Reading,,2,Math (up to Algebra),,3,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
2584,CT,6th Grade,Math (up to Algebra),,1,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
2585,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
2586,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
2587,CT,4th Grade,English Reading,,2,Math (up to Algebra),,3,English Writing,,2,,,"Wednesdays, Thursdays, Fridays",Zoom
2588,CT,1st Grade,English Reading,,1,English Writing,,2,Math (up to Algebra),,2,,,"Wednesdays, Thursdays, Fridays",Zoom
2589,ET,6th Grade,Other,Science,2,Other,Social Studies,2,,,,,,"Mondays, Tuesdays",Zoom
2590,ET,8th Grade,English Reading,,1,English Writing,,1,,,,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
2591,CT,3rd Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Tuesdays, Thursdays","Zoom, Google Hangouts"
2592,CT,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
2593,CT,1st Grade,English Reading,,3,English Writing,,3,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
2594,CT,3rd Grade,Math (up to Algebra),,3,English Writing,,3,English Reading,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
2595,CT,7th Grade,Math (up to Algebra),,1,English Reading,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
2596,CT,10th Grade,Geometry,,2,Chemistry,,2,History,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays",Zoom
2597,CT,3rd Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2598,CT,1st Grade,English Reading,,1,Math (up to Algebra),,1,English Writing,,1,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2599,ET,6th Grade,Math (up to Algebra),,2,Other,Social Studies,2,Other,Science,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
2600,ET,10th Grade,History,,4,Biology,,4,English Writing,,4,,,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
2601,ET,8th Grade,Other,Science,3,Other,ELA,2,Other,Social studies,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2602,CT,4th Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime, Skype"
2603,ET,8th Grade,Other,Science,3,History,,2,Math (up to Algebra),,3,,,"Tuesdays, Thursdays","Zoom, Facetime"
2604,MT,3rd Grade,English Reading,,3,English Writing,,2,,,,,,"Mondays, Tuesdays, Wednesdays, Fridays",Zoom
2605,MT,8th Grade,Spanish,,2,English Reading,,2,English Writing,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2606,MT,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2607,CT,7th Grade,English Writing,,1,Math (up to Algebra),,1,English Reading,,1,,,"Wednesdays, Thursdays, Saturdays","Zoom, Facetime"
2608,CT,Kindergarten,English Reading,,1,English Writing,,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime"
2609,PT,9th Grade,Physics,,2,Math (up to Algebra),,2,French,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Facetime, Google Hangouts"
2610,PT,11th Grade,SAT,,4,,,,,,,"Math, Reading, Writing",Math,"Fridays, Saturdays",Zoom
2611,PT,10th Grade,English Writing,,1,Spanish,,2,Math (up to Algebra),,3,"Math, Reading, Writing",English,"Tuesdays, Fridays","Zoom, Facetime"
2612,CT,4th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Tuesdays, Thursdays","Zoom, Facetime, Google Hangouts"
2613,PT,11th Grade,History,,3,English Writing,,3,Biology,,2,"Math, Reading, Writing","English, Math, Reading","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays",Zoom
2614,PT,9th Grade,Other,Business,2,English Writing,,3,,,,,,"Mondays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime"
2615,PT,10th Grade,English Reading,,1,History,,2,Math (up to Algebra),,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2616,PT,7th Grade,English Writing,,3,Math (up to Algebra),,3,History,,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2617,ET,7th Grade,English Writing,,1,Other,Science,1,Math (up to Algebra),,3,,,"Mondays, Wednesdays, Saturdays, Sundays","Zoom, Facetime"
2618,ET,10th Grade,Physics,,1,Geometry,,1,English Writing,,1,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime"
2619,ET,7th Grade,Math (up to Algebra),,3,English Writing,,3,ACT Science,,3,,"English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2620,PT,8th Grade,Math (up to Algebra),,2,English Writing,,2,English Reading,,3,,,"Tuesdays, Wednesdays, Thursdays","Zoom, Google Hangouts"
2621,ET,12th Grade,English Writing,,2,English Reading,,2,,,,,,"Fridays, Saturdays",Zoom
2622,ET,7th Grade,Geometry,,2,Computer Science,,2,Math (up to Algebra),,2,,,"Saturdays, Sundays",Zoom
2623,ET,7th Grade,Math (up to Algebra),,4,,,,,,,,,"Mondays, Wednesdays",Zoom
2624,ET,7th Grade,Math (up to Algebra),,3,Other,Science,2,Other,Humanities,2,,,Fridays,"Zoom, Facetime, Google Hangouts"
2625,ET,11th Grade,SAT,,3,,,,,,,"Math, Writing",,"Fridays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2626,ET,10th Grade,SAT,,1,Computer Science,,3,Chemistry,,4,"Math, Reading, Writing",,"Fridays, Saturdays, Sundays",Zoom
2627,ET,12th Grade,English Writing,,2,English Reading,,3,Chinese,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Facetime, Skype"
2628,ET,7th Grade,Spanish,,3,English Writing,,3,Other,Social Studies,3,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays","Zoom, Google Hangouts"
2629,ET,7th Grade,Math (up to Algebra),,3,English Writing,,4,English Reading,,5,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Saturdays, Sundays","Zoom, Facetime, Google Hangouts"
2630,ET,7th Grade,Math (up to Algebra),,2,,,,,,,,,"Tuesdays, Wednesdays","Zoom, Facetime"
2631,CT,5th Grade,English Reading,,4,English Writing,,4,Spanish,,3,,,Wednesdays,Zoom
2632,CT,10th Grade,English Writing,,2,English Reading,,2,Geometry,,3,Math,"English, Math","Mondays, Wednesdays","Zoom, Facetime, Google Hangouts"
2633,ET,5th Grade,Math (up to Algebra),,2,English Reading,,3,Chemistry,,1,,,"Mondays, Tuesdays",Google Hangouts
2634,CT,12th Grade,English Reading,,4,English Writing,,4,Math (up to Algebra),,4,,,"Saturdays, Sundays","Zoom, Facetime, Google Hangouts, Skype"
2635,ET,1st Grade,Math (up to Algebra),,2,English Reading,,3,English Writing,,1,,,"Mondays, Tuesdays",Google Hangouts
2636,ET,7th Grade,Math (up to Algebra),,3,English Reading,,3,History,,1,,,Fridays,Google Hangouts
2637,ET,11th Grade,SAT,,1,ACT English,,1,College Applications,,1,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
2638,ET,7th Grade,Math (up to Algebra),,1,English Writing,,3,Other,Science,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
2639,ET,5th Grade,English Writing,,3,Math (up to Algebra),,4,Other,SSAT/ISEE,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2640,ET,11th Grade,SAT,,3,ACT Math,,3,,,3,"Math, Reading, Writing","English, Math, Reading, Science","Mondays, Tuesdays","Zoom, Facetime"
2641,ET,11th Grade,SAT,,2,Math (up to Algebra),,3,Calculus,,1,"Math, Reading, Writing","English, Math, Reading, Science","Wednesdays, Thursdays, Fridays","Zoom, Facetime, Google Hangouts"
2642,PT,10th Grade,Math (up to Algebra),,3,,,,,,,,,"Tuesdays, Thursdays, Saturdays","Zoom, Google Hangouts"
2643,ET,2nd Grade,English Reading,,1,Math (up to Algebra),,1,,,,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays, Saturdays, Sundays","Zoom, Google Hangouts"
2644,ET,6th Grade,Math (up to Algebra),,3,English Writing,,2,English Reading,,2,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays","Zoom, Google Hangouts"
2645,ET,3rd Grade,English Reading,,2,English Writing,,2,Math (up to Algebra),,4,,,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2646,ET,9th Grade,SAT,,3,English Writing,,2,Physics,,3,"Math, Reading, Writing",,"Mondays, Tuesdays, Wednesdays, Thursdays, Fridays",Zoom
2647,ET,6th Grade,Math (up to Algebra),,3,English Writing,,4,Spanish,,2,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
2648,ET,3rd Grade,English Writing,,1,English Reading,,3,Other,Geography,3,,,"Mondays, Tuesdays, Fridays, Saturdays, Sundays",Zoom
2649,MT,4th Grade,Math (up to Algebra),Math,3,English Writing,,3,,,,,,"Mondays, Tuesdays, Fridays",Zoom
2650,ET,12th Grade,Calculus,,4,English Reading,,3,English Writing,,3,,,"Mondays, Fridays",Zoom
